2026-04-19 12:31:30 - [INFO] - SOIL_S1 - Moisture: 50.48%, Temp: 20.98C | Status: OK
2026-04-19 15:44:30 - [INFO] - SOIL_S2 - Moisture: 45.01%, Temp: 19.73C | Status: OK
2026-04-19 15:44:30 - [INFO] - WEATHER_W1 - Temp: 29.63C, Humidity: 53.82% | Status: OK
2026-04-19 15:44:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 16:10:30 - [INFO] - SOIL_S1 - Moisture: 37.2%, Temp: 24.5C | Status: OK
2026-04-19 16:10:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 16:15:30 - [INFO] - SOIL_S1 - Moisture: 46.85%, Temp: 23.96C | Status: OK
2026-04-19 16:15:30 - [INFO] - SOIL_S2 - Moisture: 49.7%, Temp: 21.34C | Status: OK
2026-04-19 16:15:30 - [INFO] - WEATHER_W1 - Temp: 27.59C, Humidity: 64.67% | Status: OK
2026-04-19 16:15:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 16:38:30 - [INFO] - SOIL_S1 - Moisture: 53.67%, Temp: 24.93C | Status: OK
2026-04-19 16:38:30 - [INFO] - SOIL_S2 - Moisture: 41.17%, Temp: 19.75C | Status: OK
2026-04-19 16:38:30 - [INFO] - WEATHER_W1 - Temp: 18.67C, Humidity: 52.83% | Status: OK
2026-04-19 16:38:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 17:04:30 - [INFO] - SOIL_S1 - Moisture: 36.95%, Temp: 20.25C | Status: OK
2026-04-19 17:04:30 - [INFO] - SOIL_S2 - Moisture: 41.81%, Temp: 21.01C | Status: OK
2026-04-19 17:04:30 - [INFO] - WEATHER_W1 - Temp: 23.33C, Humidity: 45.74% | Status: OK
2026-04-19 17:29:30 - [INFO] - SOIL_S1 - Moisture: 49.02%, Temp: 21.7C | Status: OK
2026-04-19 17:29:30 - [INFO] - SOIL_S2 - Moisture: 33.98%, Temp: 22.02C | Status: OK
2026-04-19 17:29:30 - [INFO] - WEATHER_W1 - Temp: 17.05C, Humidity: 65.99% | Status: OK
2026-04-19 17:29:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 17:38:30 - [INFO] - SOIL_S1 - Moisture: 38.2%, Temp: 21.26C | Status: OK
2026-04-19 17:38:30 - [INFO] - SOIL_S2 - Moisture: 41.08%, Temp: 22.39C | Status: OK
2026-04-19 17:38:30 - [INFO] - WEATHER_W1 - Temp: 19.39C, Humidity: 61.44% | Status: OK
2026-04-19 17:38:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 18:00:30 - [INFO] - SOIL_S1 - Moisture: 53.58%, Temp: 20.24C | Status: OK
2026-04-19 18:00:30 - [INFO] - SOIL_S2 - Moisture: 47.3%, Temp: 18.02C | Status: OK
2026-04-19 18:00:30 - [INFO] - WEATHER_W1 - Temp: 28.19C, Humidity: 61.24% | Status: OK
2026-04-19 18:00:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 18:30:30 - [INFO] - WEATHER_W1 - Temp: 20.99C, Humidity: 63.61% | Status: OK
2026-04-19 18:30:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 18:46:30 - [INFO] - SOIL_S1 - Moisture: 43.92%, Temp: 21.88C | Status: OK
2026-04-19 18:46:30 - [INFO] - SOIL_S2 - Moisture: 46.99%, Temp: 21.43C | Status: OK
2026-04-19 18:46:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 18:57:30 - [INFO] - SOIL_S1 - Moisture: 53.14%, Temp: 21.81C | Status: OK
2026-04-19 18:57:30 - [INFO] - WEATHER_W1 - Temp: 18.49C, Humidity: 58.77% | Status: OK
2026-04-19 18:57:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 19:08:30 - [INFO] - SOIL_S1 - Moisture: 43.19%, Temp: 21.66C | Status: OK
2026-04-19 19:08:30 - [INFO] - SOIL_S2 - Moisture: 43.18%, Temp: 22.96C | Status: OK
2026-04-19 19:08:30 - [INFO] - WEATHER_W1 - Temp: 21.12C, Humidity: 59.26% | Status: OK
2026-04-19 19:16:30 - [INFO] - SOIL_S1 - Moisture: 53.69%, Temp: 22.08C | Status: OK
2026-04-19 19:16:30 - [INFO] - SOIL_S2 - Moisture: 40.9%, Temp: 20.02C | Status: OK
2026-04-19 19:16:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 19:45:30 - [WARNING] - SOIL_S1 - Moisture: 13.11%, Temp: 23.88C | Status: LOW_MOISTURE_CRITICAL
2026-04-19 19:45:30 - [WARNING] - SOIL_S2 - Moisture: 6.61%, Temp: 19.38C | Status: LOW_MOISTURE_CRITICAL
2026-04-19 19:45:30 - [INFO] - WEATHER_W1 - Temp: 22.53C, Humidity: 40.77% | Status: OK
2026-04-19 20:10:30 - [INFO] - WEATHER_W1 - Temp: 33.5C, Humidity: 51.87% | Status: OK
2026-04-19 20:10:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 20:39:30 - [INFO] - SOIL_S1 - Moisture: 44.31%, Temp: 23.12C | Status: OK
2026-04-19 20:39:30 - [INFO] - SOIL_S2 - Moisture: 31.25%, Temp: 20.62C | Status: OK
2026-04-19 20:58:30 - [INFO] - SOIL_S1 - Moisture: 42.91%, Temp: 24.57C | Status: OK
2026-04-19 20:58:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 21:26:30 - [INFO] - SOIL_S1 - Moisture: 41.35%, Temp: 23.55C | Status: OK
2026-04-19 21:26:30 - [INFO] - SOIL_S2 - Moisture: 41.28%, Temp: 22.87C | Status: OK
2026-04-19 21:26:30 - [INFO] - WEATHER_W1 - Temp: 20.71C, Humidity: 44.99% | Status: OK
2026-04-19 21:26:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 21:53:30 - [INFO] - WEATHER_W1 - Temp: 19.08C, Humidity: 45.17% | Status: OK
2026-04-19 21:53:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 22:17:30 - [INFO] - SOIL_S1 - Moisture: 44.14%, Temp: 23.22C | Status: OK
2026-04-19 22:17:30 - [INFO] - WEATHER_W1 - Temp: 27.56C, Humidity: 61.84% | Status: OK
2026-04-19 22:17:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 22:43:30 - [INFO] - SOIL_S1 - Moisture: 40.95%, Temp: 22.03C | Status: OK
2026-04-19 22:43:30 - [INFO] - SOIL_S2 - Moisture: 44.4%, Temp: 22.18C | Status: OK
2026-04-19 22:43:30 - [INFO] - WEATHER_W1 - Temp: 33.07C, Humidity: 61.64% | Status: OK
2026-04-19 22:43:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 22:52:30 - [INFO] - SOIL_S1 - Moisture: 46.56%, Temp: 22.09C | Status: OK
2026-04-19 22:52:30 - [INFO] - SOIL_S2 - Moisture: 32.19%, Temp: 22.71C | Status: OK
2026-04-19 22:52:30 - [INFO] - WEATHER_W1 - Temp: 27.19C, Humidity: 55.87% | Status: OK
2026-04-19 22:52:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 23:03:30 - [INFO] - WEATHER_W1 - Temp: 24.52C, Humidity: 64.66% | Status: OK
2026-04-19 23:03:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-19 23:23:30 - [INFO] - SOIL_S2 - Moisture: 36.21%, Temp: 18.99C | Status: OK
2026-04-19 23:23:30 - [INFO] - WEATHER_W1 - Temp: 30.2C, Humidity: 64.95% | Status: OK
2026-04-19 23:34:30 - [WARNING] - SOIL_S1 - Moisture: 10.25%, Temp: 22.54C | Status: LOW_MOISTURE_CRITICAL
2026-04-19 23:34:30 - [INFO] - WEATHER_W1 - Temp: 17.59C, Humidity: 51.29% | Status: OK
2026-04-19 23:34:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-19 23:52:30 - [INFO] - SOIL_S1 - Moisture: 39.99%, Temp: 22.32C | Status: OK
2026-04-19 23:52:30 - [INFO] - SOIL_S2 - Moisture: 37.44%, Temp: 21.84C | Status: OK
2026-04-19 23:52:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 00:04:30 - [WARNING] - SOIL_S1 - Moisture: 12.31%, Temp: 21.93C | Status: LOW_MOISTURE_CRITICAL
2026-04-20 00:04:30 - [INFO] - SOIL_S2 - Moisture: 36.8%, Temp: 22.92C | Status: OK
2026-04-20 00:04:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 00:32:30 - [INFO] - SOIL_S1 - Moisture: 54.32%, Temp: 20.71C | Status: OK
2026-04-20 00:32:30 - [INFO] - SOIL_S2 - Moisture: 46.82%, Temp: 20.8C | Status: OK
2026-04-20 01:00:30 - [INFO] - SOIL_S2 - Moisture: 48.32%, Temp: 21.71C | Status: OK
2026-04-20 01:00:30 - [INFO] - WEATHER_W1 - Temp: 30.61C, Humidity: 67.3% | Status: OK
2026-04-20 01:00:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 01:30:30 - [INFO] - WEATHER_W1 - Temp: 17.55C, Humidity: 64.74% | Status: OK
2026-04-20 01:30:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 01:41:30 - [INFO] - SOIL_S1 - Moisture: 42.74%, Temp: 20.3C | Status: OK
2026-04-20 01:41:30 - [INFO] - SOIL_S2 - Moisture: 31.0%, Temp: 19.25C | Status: OK
2026-04-20 01:41:30 - [INFO] - WEATHER_W1 - Temp: 33.66C, Humidity: 68.21% | Status: OK
2026-04-20 01:41:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 01:53:30 - [INFO] - SOIL_S1 - Moisture: 48.46%, Temp: 24.47C | Status: OK
2026-04-20 01:53:30 - [INFO] - WEATHER_W1 - Temp: 23.66C, Humidity: 44.62% | Status: OK
2026-04-20 01:53:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 02:14:30 - [WARNING] - SOIL_S1 - Moisture: 10.89%, Temp: 24.57C | Status: LOW_MOISTURE_CRITICAL
2026-04-20 02:14:30 - [INFO] - SOIL_S2 - Moisture: 34.05%, Temp: 21.26C | Status: OK
2026-04-20 02:14:30 - [INFO] - WEATHER_W1 - Temp: 33.26C, Humidity: 43.67% | Status: OK
2026-04-20 02:14:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 02:39:30 - [INFO] - SOIL_S1 - Moisture: 52.8%, Temp: 23.98C | Status: OK
2026-04-20 02:39:30 - [INFO] - SOIL_S2 - Moisture: 49.08%, Temp: 20.94C | Status: OK
2026-04-20 02:39:30 - [INFO] - WEATHER_W1 - Temp: 25.32C, Humidity: 41.59% | Status: OK
2026-04-20 02:39:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 02:46:30 - [INFO] - SOIL_S1 - Moisture: 44.23%, Temp: 20.01C | Status: OK
2026-04-20 02:46:30 - [INFO] - WEATHER_W1 - Temp: 24.38C, Humidity: 51.52% | Status: OK
2026-04-20 02:46:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 03:09:30 - [INFO] - SOIL_S1 - Moisture: 45.97%, Temp: 20.32C | Status: OK
2026-04-20 03:09:30 - [INFO] - WEATHER_W1 - Temp: 30.19C, Humidity: 56.86% | Status: OK
2026-04-20 03:09:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 03:21:30 - [INFO] - SOIL_S1 - Moisture: 35.71%, Temp: 21.01C | Status: OK
2026-04-20 03:21:30 - [INFO] - SOIL_S2 - Moisture: 31.24%, Temp: 20.57C | Status: OK
2026-04-20 03:21:30 - [INFO] - WEATHER_W1 - Temp: 34.13C, Humidity: 69.47% | Status: OK
2026-04-20 03:21:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 03:40:30 - [INFO] - SOIL_S1 - Moisture: 47.66%, Temp: 21.95C | Status: OK
2026-04-20 03:40:30 - [INFO] - SOIL_S2 - Moisture: 43.23%, Temp: 22.31C | Status: OK
2026-04-20 03:40:30 - [INFO] - WEATHER_W1 - Temp: 15.35C, Humidity: 57.35% | Status: OK
2026-04-20 03:40:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 04:01:30 - [INFO] - SOIL_S1 - Moisture: 51.88%, Temp: 21.6C | Status: OK
2026-04-20 04:01:30 - [INFO] - WEATHER_W1 - Temp: 28.6C, Humidity: 59.27% | Status: OK
2026-04-20 04:01:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 04:23:30 - [INFO] - SOIL_S1 - Moisture: 52.63%, Temp: 21.4C | Status: OK
2026-04-20 04:23:30 - [INFO] - SOIL_S2 - Moisture: 35.05%, Temp: 20.19C | Status: OK
2026-04-20 04:23:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 04:38:30 - [INFO] - SOIL_S1 - Moisture: 52.34%, Temp: 21.35C | Status: OK
2026-04-20 04:38:30 - [INFO] - SOIL_S2 - Moisture: 31.5%, Temp: 19.76C | Status: OK
2026-04-20 04:38:30 - [INFO] - WEATHER_W1 - Temp: 32.82C, Humidity: 66.79% | Status: OK
2026-04-20 04:43:30 - [INFO] - SOIL_S1 - Moisture: 38.04%, Temp: 20.03C | Status: OK
2026-04-20 04:43:30 - [INFO] - WEATHER_W1 - Temp: 17.7C, Humidity: 46.52% | Status: OK
2026-04-20 04:43:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 04:49:30 - [INFO] - SOIL_S1 - Moisture: 50.24%, Temp: 20.93C | Status: OK
2026-04-20 04:49:30 - [INFO] - SOIL_S2 - Moisture: 47.38%, Temp: 19.37C | Status: OK
2026-04-20 04:49:30 - [INFO] - WEATHER_W1 - Temp: 22.91C, Humidity: 41.1% | Status: OK
2026-04-20 04:49:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 05:00:30 - [INFO] - SOIL_S1 - Moisture: 43.99%, Temp: 22.74C | Status: OK
2026-04-20 05:00:30 - [INFO] - WEATHER_W1 - Temp: 15.76C, Humidity: 51.73% | Status: OK
2026-04-20 05:23:30 - [INFO] - SOIL_S1 - Moisture: 47.21%, Temp: 21.48C | Status: OK
2026-04-20 05:23:30 - [INFO] - SOIL_S2 - Moisture: 32.39%, Temp: 22.74C | Status: OK
2026-04-20 05:23:30 - [INFO] - WEATHER_W1 - Temp: 32.65C, Humidity: 68.88% | Status: OK
2026-04-20 05:23:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 05:46:30 - [INFO] - SOIL_S1 - Moisture: 39.57%, Temp: 20.71C | Status: OK
2026-04-20 05:46:30 - [INFO] - SOIL_S2 - Moisture: 32.33%, Temp: 19.51C | Status: OK
2026-04-20 05:46:30 - [INFO] - WEATHER_W1 - Temp: 32.74C, Humidity: 59.69% | Status: OK
2026-04-20 05:46:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 05:51:30 - [INFO] - SOIL_S1 - Moisture: 43.94%, Temp: 23.7C | Status: OK
2026-04-20 05:51:30 - [INFO] - SOIL_S2 - Moisture: 45.96%, Temp: 19.62C | Status: OK
2026-04-20 05:51:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 06:21:30 - [INFO] - SOIL_S1 - Moisture: 42.39%, Temp: 24.31C | Status: OK
2026-04-20 06:21:30 - [INFO] - SOIL_S2 - Moisture: 46.46%, Temp: 19.16C | Status: OK
2026-04-20 06:21:30 - [INFO] - WEATHER_W1 - Temp: 20.28C, Humidity: 42.14% | Status: OK
2026-04-20 06:21:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 06:47:30 - [INFO] - SOIL_S1 - Moisture: 44.36%, Temp: 22.59C | Status: OK
2026-04-20 06:47:30 - [INFO] - SOIL_S2 - Moisture: 34.75%, Temp: 20.47C | Status: OK
2026-04-20 06:47:30 - [INFO] - WEATHER_W1 - Temp: 21.49C, Humidity: 62.28% | Status: OK
2026-04-20 06:47:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 07:08:30 - [INFO] - SOIL_S1 - Moisture: 45.98%, Temp: 22.23C | Status: OK
2026-04-20 07:08:30 - [INFO] - SOIL_S2 - Moisture: 31.0%, Temp: 20.32C | Status: OK
2026-04-20 07:08:30 - [INFO] - WEATHER_W1 - Temp: 20.92C, Humidity: 69.25% | Status: OK
2026-04-20 07:08:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 07:27:30 - [INFO] - SOIL_S1 - Moisture: 46.07%, Temp: 23.29C | Status: OK
2026-04-20 07:27:30 - [INFO] - SOIL_S2 - Moisture: 32.23%, Temp: 18.73C | Status: OK
2026-04-20 07:27:30 - [INFO] - WEATHER_W1 - Temp: 32.09C, Humidity: 56.84% | Status: OK
2026-04-20 07:40:30 - [INFO] - SOIL_S1 - Moisture: 51.09%, Temp: 20.07C | Status: OK
2026-04-20 07:40:30 - [INFO] - SOIL_S2 - Moisture: 39.46%, Temp: 20.0C | Status: OK
2026-04-20 08:10:30 - [INFO] - SOIL_S1 - Moisture: 42.73%, Temp: 21.39C | Status: OK
2026-04-20 08:10:30 - [INFO] - SOIL_S2 - Moisture: 37.19%, Temp: 21.62C | Status: OK
2026-04-20 08:10:30 - [INFO] - WEATHER_W1 - Temp: 31.0C, Humidity: 65.55% | Status: OK
2026-04-20 08:10:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 08:26:30 - [INFO] - SOIL_S1 - Moisture: 46.56%, Temp: 22.71C | Status: OK
2026-04-20 08:26:30 - [INFO] - WEATHER_W1 - Temp: 22.92C, Humidity: 56.04% | Status: OK
2026-04-20 08:26:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 08:51:30 - [INFO] - SOIL_S1 - Moisture: 40.63%, Temp: 24.8C | Status: OK
2026-04-20 08:51:30 - [INFO] - SOIL_S2 - Moisture: 33.42%, Temp: 18.34C | Status: OK
2026-04-20 08:51:30 - [INFO] - WEATHER_W1 - Temp: 23.66C, Humidity: 69.78% | Status: OK
2026-04-20 09:16:30 - [INFO] - SOIL_S1 - Moisture: 40.12%, Temp: 22.68C | Status: OK
2026-04-20 09:16:30 - [INFO] - SOIL_S2 - Moisture: 45.23%, Temp: 18.2C | Status: OK
2026-04-20 09:16:30 - [INFO] - WEATHER_W1 - Temp: 26.22C, Humidity: 67.71% | Status: OK
2026-04-20 09:16:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 09:42:30 - [INFO] - SOIL_S2 - Moisture: 36.09%, Temp: 21.0C | Status: OK
2026-04-20 09:42:30 - [INFO] - WEATHER_W1 - Temp: 22.03C, Humidity: 57.99% | Status: OK
2026-04-20 09:42:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 10:04:30 - [INFO] - SOIL_S1 - Moisture: 44.3%, Temp: 22.16C | Status: OK
2026-04-20 10:04:30 - [INFO] - WEATHER_W1 - Temp: 32.76C, Humidity: 66.51% | Status: OK
2026-04-20 10:04:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 10:28:30 - [INFO] - SOIL_S1 - Moisture: 53.06%, Temp: 23.16C | Status: OK
2026-04-20 10:28:30 - [INFO] - SOIL_S2 - Moisture: 44.58%, Temp: 18.08C | Status: OK
2026-04-20 10:28:30 - [INFO] - WEATHER_W1 - Temp: 19.92C, Humidity: 68.32% | Status: OK
2026-04-20 10:28:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 10:33:30 - [INFO] - SOIL_S1 - Moisture: 52.97%, Temp: 24.0C | Status: OK
2026-04-20 10:33:30 - [INFO] - SOIL_S2 - Moisture: 45.94%, Temp: 20.92C | Status: OK
2026-04-20 10:33:30 - [INFO] - WEATHER_W1 - Temp: 24.73C, Humidity: 42.78% | Status: OK
2026-04-20 10:33:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 10:39:30 - [INFO] - SOIL_S1 - Moisture: 46.57%, Temp: 23.8C | Status: OK
2026-04-20 10:39:30 - [INFO] - SOIL_S2 - Moisture: 40.93%, Temp: 22.2C | Status: OK
2026-04-20 10:39:30 - [INFO] - WEATHER_W1 - Temp: 29.12C, Humidity: 41.48% | Status: OK
2026-04-20 10:39:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 11:00:30 - [INFO] - SOIL_S1 - Moisture: 40.17%, Temp: 20.42C | Status: OK
2026-04-20 11:00:30 - [INFO] - SOIL_S2 - Moisture: 32.04%, Temp: 19.02C | Status: OK
2026-04-20 11:00:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 11:26:30 - [INFO] - SOIL_S1 - Moisture: 49.87%, Temp: 23.28C | Status: OK
2026-04-20 11:26:30 - [INFO] - SOIL_S2 - Moisture: 44.21%, Temp: 19.0C | Status: OK
2026-04-20 11:26:30 - [INFO] - WEATHER_W1 - Temp: 32.84C, Humidity: 57.25% | Status: OK
2026-04-20 11:26:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 11:45:30 - [INFO] - SOIL_S2 - Moisture: 40.25%, Temp: 19.49C | Status: OK
2026-04-20 11:45:30 - [INFO] - WEATHER_W1 - Temp: 33.57C, Humidity: 59.27% | Status: OK
2026-04-20 11:45:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 11:55:30 - [INFO] - SOIL_S1 - Moisture: 51.32%, Temp: 21.28C | Status: OK
2026-04-20 11:55:30 - [INFO] - SOIL_S2 - Moisture: 30.34%, Temp: 19.01C | Status: OK
2026-04-20 11:55:30 - [INFO] - WEATHER_W1 - Temp: 24.67C, Humidity: 60.78% | Status: OK
2026-04-20 11:55:30 - [INFO] - PUMP_P1 - Pump Status: ACTIVE | Feedback: SUCCESS
2026-04-20 12:25:30 - [INFO] - SOIL_S1 - Moisture: 39.03%, Temp: 20.97C | Status: OK
2026-04-20 12:25:30 - [INFO] - SOIL_S2 - Moisture: 48.25%, Temp: 20.61C | Status: OK
2026-04-20 12:25:30 - [INFO] - WEATHER_W1 - Temp: 15.02C, Humidity: 51.83% | Status: OK
2026-04-20 12:25:30 - [INFO] - PUMP_P1 - Pump Status: IDLE | Feedback: SUCCESS
2026-04-20 12:30:30 - [INFO] - SOIL_S1 - Moisture: 40.76%, Temp: 20.57C | Status: OK
2026-04-20 12:30:30 - [INFO] - SOIL_S2 - Moisture: 48.03%, Temp: 18.46C | Status: OK
2026-04-20 12:30:30 - [INFO] - WEATHER_W1 - Temp: 30.32C, Humidity: 58.42% | Status: OK
